[Data]
Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (degrees),Bridge 1 Resistivity (Ohm-m),Bridge 1 Excitation (uA),Bridge 2 Resistivity (Ohm-m),Bridge 2 Excitation (uA),Bridge 3 Resistivity (Ohm-m),Bridge 3 Excitation (uA),Bridge 4 Resistivity (Ohm-m),Bridge 4 Excitation (uA),Bridge 1 Std. Dev. (Ohm-m),Bridge 2 Std. Dev. (Ohm-m),Bridge 3 Std. Dev. (Ohm-m),Bridge 4 Std. Dev. (Ohm-m),Number of Readings,Bridge 1 Resistance (Ohms),Bridge 2 Resistance (Ohms),Bridge 3 Resistance (Ohms),Bridge 4 Resistance (Ohms)
,24069298.595,,1.99996754169464,-12758.180546875,0,-2.74718979373574e-006,999.890258789063,1.05190482363105e-005,999.890258789063,9.60966637730598e-005,999.890258789063,,,4.51165748568911e-008,2.32174491140466e-008,3.27769750939812e-007,,25,-0.00274718979373574,0.0105190482363105,0.0960966637730599,
,24069317.799,,2.00000376701355,-11271.7906640625,0,-2.66993172466755e-006,999.890258789063,1.05155952274799e-005,999.890258789063,9.58269432187081e-005,999.890258789063,,,4.62310997542625e-008,2.34095225977004e-008,4.19253573422343e-007,,25,-0.00266993172466755,0.0105155952274799,0.095826943218708,
,24069336.441,,2.00000495910645,-9771.7895703125,0,-2.60193588212132e-006,999.890258789063,1.05148307606578e-005,999.890258789063,9.61068385839463e-005,999.890258789063,,,3.66508159681488e-008,1.7926363378881e-008,2.08021479407788e-007,,25,-0.00260193588212132,0.0105148307606578,0.0961068385839462,
,24069355.91,,2.00007184028626,-8226.20173828125,0,-2.52208895049989e-006,999.890258789063,1.05006331577897e-005,999.890258789063,9.59580338001251e-005,999.890258789063,,,4.69489451533234e-008,2.38292550603332e-008,2.69478575161206e-007,,25,-0.00252208895049989,0.0105006331577897,0.0959580338001251,
,24069374.365,,2.0000053024292,-6748.3578125,0,-2.45280024595559e-006,999.890258789063,1.04938584566116e-005,999.890258789063,9.59604588150978e-005,999.890258789063,,,3.01852101628852e-008,1.23034688841466e-008,3.46765678085173e-007,,25,-0.00245280024595559,0.0104938584566116,0.0959604588150978,
,24069393.194,,2.00002574443817,-5250.7053125,0,-2.38474203273654e-006,999.890258789063,1.0489497333765e-005,999.890258789063,9.59546640515327e-005,999.890258789063,,,3.4224232141359e-008,1.58954120203524e-008,2.6591707985024e-007,,25,-0.00238474203273654,0.010489497333765,0.0959546640515327,
,24069411.992,,2.00004207611084,-3707.24100585938,0,-2.30840110220015e-006,999.890258789063,1.04787641391158e-005,999.890258789063,9.59227460622787e-005,999.890258789063,,,3.54518626269736e-008,1.58540285385304e-008,2.50724041713828e-007,,25,-0.00230840110220015,0.0104787641391158,0.0959227460622787,
,24069431.102,,2.00003975868225,-2204.94822753906,0,-2.24237442947924e-006,999.890258789063,1.04690315201879e-005,999.890258789063,9.59152102470398e-005,999.890258789063,,,2.85264747488504e-008,2.46336988635399e-008,2.54908669842955e-007,,25,-0.00224237442947924,0.0104690315201879,0.0959152102470398,
,24069449.713,,2.00028208732605,-726.413544464111,0,-2.18639629893005e-006,999.890258789063,1.04608947038651e-005,999.890258789063,9.59310758113861e-005,999.890258789063,,,3.64075295427107e-008,1.6320033982351e-008,2.48365080659624e-007,,25,-0.00218639629893005,0.0104608947038651,0.0959310758113861,
,24069468.667,,1.99940578460693,820.0964453125,0,-2.2015602979809e-006,999.890258789063,1.04687665402889e-005,999.890258789063,9.59683033823967e-005,999.890258789063,,,2.47036691603538e-008,2.07184461233242e-008,4.24265205026219e-007,,25,-0.0022015602979809,0.0104687665402889,0.0959683033823967,
,24069487.871,,2.00004951000214,2334.48921875,0,-2.29473751038313e-006,999.890258789063,1.0449410378933e-005,999.890258789063,9.59122937917709e-005,999.890258789063,,,1.01991715328712e-007,1.3755584941442e-007,3.3550048506862e-007,,25,-0.00229473751038313,0.010449410378933,0.0959122937917709,
,24069506.591,,1.99996029376984,3832.87248046875,0,-2.37046483904123e-006,999.890258789063,1.04964623227715e-005,999.890258789063,9.59281858801842e-005,999.890258789063,,,4.22388979812513e-008,1.71678699049003e-008,3.44627070393552e-007,,25,-0.00237046483904123,0.0104964623227715,0.0959281858801842,
,24069525.264,,1.9999282169342,5363.71279296875,0,-2.45859293267131e-006,999.890258789063,1.05037516728044e-005,999.890258789063,9.59453335404396e-005,999.890258789063,,,3.7646645058877e-008,1.77909164583086e-008,3.43946562004184e-007,,25,-0.00245859293267131,0.0105037516728044,0.0959453335404396,
,24069544.983,,2.00013738155365,6897.302265625,0,-2.55162538029254e-006,999.890258789063,1.05776375159621e-005,999.890258789063,9.59244024753571e-005,999.890258789063,,,3.43617552619799e-008,2.89945499320197e-007,2.17432974088904e-007,,25,-0.00255162538029253,0.0105776375159621,0.0959244024753571,
,24069563.734,,1.99985709667206,8392.990546875,0,-2.65201520174742e-006,999.890258789063,1.05296410620213e-005,999.890258789063,9.60508379340172e-005,999.890258789063,,,3.50208799513632e-008,1.61833923644566e-008,3.6796952067078e-007,,25,-0.00265201520174742,0.0105296410620213,0.0960508379340172,
,24069582.205,,1.99998857975006,9877.2877734375,0,-2.75198738090694e-006,999.890258789063,1.05386741086841e-005,999.890258789063,9.59921252727508e-005,999.890258789063,,,3.68004686441629e-008,1.73977546449479e-008,3.94758734098894e-007,,25,-0.00275198738090694,0.0105386741086841,0.0959921252727509,
,24069600.925,,2.0000243473053,11406.365234375,0,-2.87175863049924e-006,999.890258789063,1.05529070645571e-005,999.890258789063,9.60957589745521e-005,999.890258789063,,,5.71269535367854e-008,1.89217603643399e-008,3.27437541306713e-007,,25,-0.00287175863049924,0.0105529070645571,0.0960957589745522,
,24069620.316,,1.99999363899231,12922.145078125,0,-2.96514678746462e-006,999.890258789063,1.05582928657532e-005,999.890258789063,9.60824108123779e-005,999.890258789063,,,5.00002688486842e-008,1.98880336812832e-008,4.73510410430751e-007,,25,-0.00296514678746462,0.0105582928657532,0.0960824108123779,
,24069638.771,,1.99997509002686,14400.076875,0,-3.04277510382235e-006,999.890258789063,1.05677081272006e-005,999.890258789063,9.59968253970146e-005,999.890258789063,,,3.60196319041007e-008,2.5012803974981e-008,6.17385282742106e-007,,25,-0.00304277510382235,0.0105677081272006,0.0959968253970146,
,24069657.241,,2.00007225513458,15897.7644140625,0,-3.13800690695644e-006,999.890258789063,1.05720460414886e-005,999.890258789063,9.61158126592636e-005,999.890258789063,,,4.19414350762716e-008,2.44337911743077e-008,3.6173759570231e-007,,25,-0.00313800690695643,0.0105720460414886,0.0961158126592636,
,24069676.445,,2.00005950450897,17423.532421875,0,-3.20726962760091e-006,999.890258789063,1.05702112242579e-005,999.890258789063,9.61717867851258e-005,999.890258789063,,,3.38119816211812e-008,3.26534444530425e-008,5.08507796272168e-007,,25,-0.00320726962760091,0.0105702112242579,0.0961717867851257,
