[Data]
Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (degrees),Bridge 1 Resistivity (Ohm-m),Bridge 1 Excitation (uA),Bridge 2 Resistivity (Ohm-m),Bridge 2 Excitation (uA),Bridge 3 Resistivity (Ohm-m),Bridge 3 Excitation (uA),Bridge 4 Resistivity (Ohm-m),Bridge 4 Excitation (uA),Bridge 1 Std. Dev. (Ohm-m),Bridge 2 Std. Dev. (Ohm-m),Bridge 3 Std. Dev. (Ohm-m),Bridge 4 Std. Dev. (Ohm-m),Number of Readings,Bridge 1 Resistance (Ohms),Bridge 2 Resistance (Ohms),Bridge 3 Resistance (Ohms),Bridge 4 Resistance (Ohms)
,24069695.009,,2.00002646446228,18904.166875,0,-3.31978429108858e-006,999.890258789063,1.05873928964138e-005,999.890258789063,9.60406294465065e-005,999.890258789063,,,2.97161693330234e-008,2.26884576825503e-008,4.89713951078277e-007,,25,-0.00331978429108858,0.0105873928964138,0.0960406294465065,
,24069713.495,,2.00003947257996,20408.9171875,0,-3.40966417454183e-006,999.890258789063,1.05777303501964e-005,999.890258789063,9.61626788973808e-005,999.890258789063,,,3.16960475648945e-008,2.72034376470437e-008,6.62789024522916e-007,,25,-0.00340966417454183,0.0105777303501964,0.0961626788973808,
,24069732.792,,2.00001403331757,21939.42125,0,-3.50075013004243e-006,999.890258789063,1.05704407021403e-005,999.890258789063,9.61821562051773e-005,999.890258789063,,,4.07833634813584e-008,3.27679544224335e-008,6.21472912171747e-007,,25,-0.00350075013004243,0.0105704407021403,0.0961821562051773,
,24069751.622,,2.00002081871033,23441.843046875,0,-3.59118628315628e-006,999.890258789063,1.05528053641319e-005,999.890258789063,9.6169311106205e-005,999.890258789063,,,3.34102658913701e-008,3.53497217686828e-008,6.7563538072574e-007,,25,-0.00359118628315628,0.0105528053641319,0.096169311106205,
,24069770.435,,2.00002468109131,24952.119296875,0,-3.68106942623854e-006,999.890258789063,1.05636855214834e-005,999.890258789063,9.60951367020607e-005,999.890258789063,,,4.40475233637282e-008,3.40870446813268e-008,6.71167010203476e-007,,25,-0.00368106942623854,0.0105636855214834,0.0960951367020607,
,24069789.592,,2.00008932590485,26476.388046875,0,-3.75886341556907e-006,999.890258789063,1.05477831885219e-005,999.890258789063,9.61987480521202e-005,999.890258789063,,,2.60966181805336e-008,2.72644593114512e-008,7.42449609923087e-007,,25,-0.00375886341556907,0.0105477831885219,0.0961987480521202,
,24069807.891,,2.00004674911499,27954.585625,0,-3.79433792084456e-006,999.890258789063,1.05355121567845e-005,999.890258789063,9.60062390565872e-005,999.890258789063,,,2.73120095511383e-008,3.42850037452905e-008,7.92684042693082e-007,,25,-0.00379433792084455,0.0105355121567845,0.0960062390565872,
,24069826.611,,2.00003583908081,29454.6546875,0,-3.84020985104144e-006,999.890258789063,1.05288212001324e-005,999.890258789063,9.62521928548812e-005,999.890258789063,,,4.02920503559712e-008,3.23823788632072e-008,8.09525397536629e-007,,25,-0.00384020985104144,0.0105288212001324,0.0962521928548813,
,24069845.285,,2.00002534389496,30980.25015625,0,-3.91652951948345e-006,999.890258789063,1.05105112865567e-005,999.890258789063,9.6357142329216e-005,999.890258789063,,,3.01432821852306e-008,4.41081863854772e-008,8.82941344165225e-007,,25,-0.00391652951948345,0.0105105112865567,0.096357142329216,
,24069864.582,,2.00002323627472,32482.503828125,0,-3.92970856279135e-006,999.890258789063,1.05167677626014e-005,999.890258789063,9.60715368390083e-005,999.890258789063,,,2.1872036400937e-008,4.59371489902876e-008,7.50859918786743e-007,,25,-0.00392970856279135,0.0105167677626014,0.0960715368390083,
,24069883.24,,2.0000094127655,33976.52765625,0,-3.97205351851881e-006,999.890258789063,1.04968500509858e-005,999.890258789063,9.63236224651337e-005,999.890258789063,,,2.88524021035702e-008,3.94218486106446e-008,9.92324828502695e-007,,25,-0.00397205351851881,0.0104968500509858,0.0963236224651337,
,24069901.554,,2.00003829956055,35507.06703125,0,-3.99371007457376e-006,999.890258789063,1.04768350347877e-005,999.890258789063,9.62889623641968e-005,999.890258789063,,,2.96988680729901e-008,2.90453495426172e-008,6.94536217498704e-007,,25,-0.00399371007457376,0.0104768350347877,0.0962889623641968,
,24069921.288,,2.00001536369324,37077.2409375,0,-4.12638440728188e-006,999.890258789063,1.04778258875012e-005,999.890258789063,9.64014983177185e-005,999.890258789063,,,4.33493873871306e-008,4.16905258517895e-008,9.47132003873578e-007,,25,-0.00412638440728188,0.0104778258875012,0.0964014983177185,
,24069940.367,,2.00005303382874,38560.28203125,0,-4.15803495794535e-006,999.890258789063,1.0442710109055e-005,999.890258789063,9.63995385169983e-005,999.890258789063,,,3.65205021438636e-008,4.01613332265041e-008,8.92166644446911e-007,,25,-0.00415803495794535,0.010442710109055,0.0963995385169983,
,24069958.838,,2.00003724098206,40058.01953125,0,-4.3190909922123e-006,999.890258789063,1.04454686492682e-005,999.890258789063,9.63035124540329e-005,999.890258789063,,,5.4061681940749e-008,5.75958446539993e-008,7.13790936098022e-007,,25,-0.0043190909922123,0.0104454686492682,0.0963035124540329,
,24069978.291,,2.00001037120819,41592.49796875,0,-4.35052711516619e-006,999.890258789063,1.04249569773674e-005,999.890258789063,9.65983515977859e-005,999.890258789063,,,2.81005015215467e-008,5.1763999007971e-008,9.73372089052426e-007,,25,-0.00435052711516619,0.0104249569773674,0.0965983515977859,
,24069996.777,,2.00003237724304,43087.85109375,0,-4.34510260820389e-006,999.890258789063,1.04008931666613e-005,999.890258789063,9.67046430706978e-005,999.890258789063,,,3.08299906046714e-008,4.58185229986217e-008,7.18713999886569e-007,,25,-0.00434510260820389,0.0104008931666613,0.0967046430706978,
,24070015.451,,2.00000182628632,44574.605625,0,-4.46130046620965e-006,999.890258789063,1.03927684947848e-005,999.890258789063,9.67058610916138e-005,999.890258789063,,,4.8214481823932e-008,4.50146183509554e-008,9.17309585535276e-007,,25,-0.00446130046620965,0.0103927684947848,0.0967058610916138,
,24070034.108,,2.00001691818237,46082.35859375,0,-4.52353889122605e-006,999.890258789063,1.03724370896816e-005,999.890258789063,9.65658780932427e-005,999.890258789063,,,3.3643791539445e-008,4.42675399556661e-008,1.00543916499052e-006,,25,-0.00452353889122605,0.0103724370896816,0.0965658780932426,
,24070052.641,,2.00001567840576,47562.1121875,0,-4.48686920106411e-006,999.890258789063,1.03528297692537e-005,999.890258789063,9.67110928893089e-005,999.890258789063,,,2.6870270656712e-008,5.57312286813764e-008,9.43258789288522e-007,,25,-0.00448686920106411,0.0103528297692537,0.0967110928893089,
,24070071.112,,2.00006746768951,49045.32609375,0,-4.5471609570086e-006,999.890258789063,1.03419806808233e-005,999.890258789063,9.65401721000671e-005,999.890258789063,,,6.16351876335567e-008,4.19324514539435e-008,8.63718040462977e-007,,25,-0.0045471609570086,0.0103419806808233,0.0965401721000671,
,24070089.941,,2.00005740642548,50578.04453125,0,-4.72917381674051e-006,999.890258789063,1.02912061288953e-005,999.890258789063,9.68778476119042e-005,999.890258789063,,,6.65439222865839e-008,3.99058008053806e-008,1.04605724073053e-006,,25,-0.00472917381674051,0.0102912061288953,0.0968778476119041,
,24070108.973,,2.00002491474152,52072.85765625,0,-4.82945626601577e-006,999.890258789063,1.03003787621856e-005,999.890258789063,9.68488758802414e-005,999.890258789063,,,2.797071491561e-008,4.65257971181278e-008,1.18140761661727e-006,,25,-0.00482945626601577,0.0103003787621856,0.0968488758802414,
,24070127.428,,2.00000960350037,53551.81765625,0,-4.72876755520702e-006,999.890258789063,1.02863513678312e-005,999.890258789063,9.65096428990364e-005,999.890258789063,,,5.55359276028502e-008,4.40447950002351e-008,9.6501323567223e-007,,25,-0.00472876755520701,0.0102863513678312,0.0965096428990364,
,24070145.992,,2.00006781578064,55056.15296875,0,-4.61676275357604e-006,999.890258789063,1.0265131033957e-005,999.890258789063,9.67746275663376e-005,999.890258789063,,,3.4480361052488e-008,4.88119900368491e-008,9.3047424642804e-007,,25,-0.00461676275357604,0.010265131033957,0.0967746275663376,
,24070165.087,,1.99998329162598,56567.5690625,0,-4.714146964252e-006,999.890258789063,1.02516517415643e-005,999.890258789063,9.64185774326325e-005,999.890258789063,,,6.95266764200816e-008,5.3275251398523e-008,6.83267310341353e-007,,25,-0.00471414696425199,0.0102516517415643,0.0964185774326324,
,24070183.604,,2.00001328468323,58045.73375,0,-4.96933836489916e-006,999.890258789063,1.02298942953348e-005,999.890258789063,9.68536829948425e-005,999.890258789063,,,9.67453364912723e-008,3.18870676270914e-008,8.8754615925448e-007,,25,-0.00496933836489916,0.0102298942953348,0.0968536829948425,
,24070201.997,,2.00002421855927,59528.2946875,0,-5.10616283863783e-006,999.890258789063,1.02189884334803e-005,999.890258789063,9.68050929903984e-005,999.890258789063,,,2.85159846243548e-008,5.81639262992851e-008,8.63548765882049e-007,,25,-0.00510616283863783,0.0102189884334803,0.0968050929903984,
,24070221.622,,1.99997562408447,61100.57625,0,-5.01183919608593e-006,999.890258789063,1.0199441164732e-005,999.890258789063,9.68888065218926e-005,999.890258789063,,,6.96337699641246e-008,4.48166866046336e-008,8.21775260164286e-007,,25,-0.00501183919608593,0.010199441164732,0.0968888065218926,
,24070240.201,,2.0000684595108,62579.605,0,-4.80053329840302e-006,999.890258789063,1.01700603216887e-005,999.890258789063,9.65617009997368e-005,999.890258789063,,,6.40000140477248e-008,5.82557861306513e-008,9.63956625696124e-007,,25,-0.00480053329840302,0.0101700603216887,0.0965617009997368,
,24070258.547,,2.00002403736115,64061.32265625,0,-4.6950532309711e-006,999.890258789063,1.01590797305107e-005,999.890258789063,9.73353591561318e-005,999.890258789063,,,2.64057845394346e-008,5.14060610963765e-008,4.93749880814028e-007,,25,-0.0046950532309711,0.0101590797305107,0.0973353591561317,
,24070277.47,,1.99999252796173,65587.1778125,0,-4.76659594103694e-006,999.890258789063,1.01359644159675e-005,999.890258789063,9.68482822179794e-005,999.890258789063,,,6.25094317757953e-008,6.23848008246384e-008,9.06642747911791e-007,,25,-0.00476659594103694,0.0101359644159675,0.0968482822179794,
,24070296.455,,1.99998763084412,67096.2803125,0,-4.97250096872449e-006,999.890258789063,1.01140720397234e-005,999.890258789063,9.72496172785759e-005,999.890258789063,,,7.76046700322542e-008,3.99853542063851e-008,8.47070266250353e-007,,25,-0.00497250096872449,0.0101140720397234,0.0972496172785759,
,24070314.926,,2.00007044792175,68570.795,0,-5.20311517640948e-006,999.890258789063,1.0100869089365e-005,999.890258789063,9.7039720416069e-005,999.890258789063,,,7.12131436082286e-008,5.29789336419504e-008,8.98009179119917e-007,,25,-0.00520311517640948,0.010100869089365,0.097039720416069,
,24070333.396,,1.99999480724335,70077.6021875,0,-5.3385840728879e-006,999.890258789063,1.00846641883254e-005,999.890258789063,9.68452587723732e-005,999.890258789063,,,2.54814991468701e-008,6.45891834366836e-008,8.8620896273117e-007,,25,-0.0053385840728879,0.0100846641883254,0.0968452587723732,
,24070352.662,,1.99999756813049,71586.8890625,0,-5.24667477235198e-006,999.890258789063,1.00778394564986e-005,999.890258789063,9.72954833507538e-005,999.890258789063,,,6.991883788785e-008,5.63339390567392e-008,9.92438977785477e-007,,25,-0.00524667477235198,0.0100778394564986,0.0972954833507538,
,24070371.164,,2.00001961231232,73062.5784375,0,-5.02902520820498e-006,999.890258789063,1.00492111593485e-005,999.890258789063,9.70501697063446e-005,999.890258789063,,,7.47583153577667e-008,4.92738138231376e-008,8.60797176045491e-007,,25,-0.00502902520820498,0.0100492111593485,0.0970501697063446,
,24070389.479,,1.99999423027039,74550.3484375,0,-4.8324635066092e-006,999.890258789063,1.00260701775551e-005,999.890258789063,9.72154340147972e-005,999.890258789063,,,6.18621239600904e-008,4.1326232650416e-008,1.38913699963289e-006,,25,-0.0048324635066092,0.0100260701775551,0.0972154340147972,
,24070408.651,,2.00001777172089,76077.3940625,0,-4.70988560467959e-006,999.890258789063,1.00465504452586e-005,999.890258789063,9.72635567188263e-005,999.890258789063,,,2.97825908838571e-008,4.80481870032047e-008,1.01247884000198e-006,,25,-0.00470988560467958,0.0100465504452586,0.0972635567188263,
,24070427.512,,1.99999384880066,77620.508125,0,-4.71728151664138e-006,999.890258789063,1.00105863809586e-005,999.890258789063,9.71980938315392e-005,999.890258789063,,,3.91651643348743e-008,6.39603937453104e-008,1.11237340250188e-006,,25,-0.00471728151664138,0.0100105863809586,0.0971980938315392,
,24070446.669,,2.0000227355957,79115.494375,0,-4.8743992857635e-006,999.890258789063,9.98488545417786e-006,999.890258789063,9.7270904481411e-005,999.890258789063,,,7.13336582502313e-008,7.16861798357712e-008,9.17964269305246e-007,,25,-0.0048743992857635,0.00998488545417786,0.097270904481411,
,24070465.404,,2.00008123397827,80663.2475,0,-5.16319258138537e-006,999.890258789063,1.00056369975209e-005,999.890258789063,9.73302945494652e-005,999.890258789063,,,9.51589047260346e-008,3.92184086868372e-008,6.76973972067326e-007,,25,-0.00516319258138537,0.0100056369975209,0.0973302945494652,
,24070484.483,,1.99997508049011,82148.4075,0,-5.51094612106681e-006,999.890258789063,1.00151610001922e-005,999.890258789063,9.73718905448914e-005,999.890258789063,,,9.77722934345791e-008,4.6597218302237e-008,7.89817727030675e-007,,25,-0.00551094612106681,0.0100151610001922,0.0973718905448914,
,24070503.266,,2.00000801563263,83648.3246875,0,-5.77323390170932e-006,999.890258789063,9.95297104120254e-006,999.890258789063,9.72471377253533e-005,999.890258789063,,,7.11943958835609e-008,5.96341504561379e-008,7.61335253715113e-007,,25,-0.00577323390170932,0.00995297104120254,0.0972471377253532,
,24070521.596,,1.99999822616577,85193.91375,0,-5.80943701788783e-006,999.890258789063,9.98863659799099e-006,999.890258789063,9.72695738077164e-005,999.890258789063,,,4.3269742293149e-008,7.29871530883519e-008,9.9336730192136e-007,,25,-0.00580943701788783,0.00998863659799099,0.0972695738077164,
,24070541.502,,2.00005474567413,86717.8965625,0,-5.6345028616488e-006,999.890258789063,9.93760488927364e-006,999.890258789063,9.70840194821358e-005,999.890258789063,,,8.30037997195157e-008,4.13673065992493e-008,7.58788324331256e-007,,25,-0.0056345028616488,0.00993760488927364,0.0970840194821358,
,24070560.003,,2.00000744342804,88198.370625,0,-5.33616732805967e-006,999.890258789063,9.94282640516758e-006,999.890258789063,9.73427343368531e-005,999.890258789063,,,8.57398553107824e-008,4.5543985838391e-008,8.71077867435972e-007,,25,-0.00533616732805967,0.00994282640516758,0.097342734336853,
,24070578.458,,1.99978420734406,89631.865625,0,-5.05622688680887e-006,999.890258789063,9.94234520941973e-006,999.890258789063,9.74225041270256e-005,999.890258789063,,,7.27802591225344e-008,9.91877402724663e-008,7.12015711694432e-007,,25,-0.00505622688680887,0.00994234520941973,0.0974225041270256,
,24070597.693,,1.99998500347137,90000.1375,0,-4.9971174262464e-006,999.890258789063,9.9286787956953e-006,999.890258789063,9.7260774075985e-005,999.890258789063,,,4.73911633827859e-008,7.00066164374897e-008,4.9526049249471e-007,,25,-0.00499711742624641,0.0099286787956953,0.0972607740759849,
,24070616.382,,2.00003479003906,90000.121875,0,-5.04737136885524e-006,999.890258789063,9.91281155496836e-006,999.890258789063,9.75646796822548e-005,999.890258789063,,,3.90007494766234e-007,8.65226856667532e-008,4.96333156235191e-007,,25,-0.00504737136885524,0.00991281155496836,0.0975646796822548,
